theweb.sk: 1 goride.gamerhost-server.pro.
renovate.sk: 5 alt1.aspmx.l.google.com.
renovate.sk: 10 alt4.aspmx.l.google.com.
renovate.sk: 1 aspmx.l.google.com.
renovate.sk: 5 alt2.aspmx.l.google.com.
renovate.sk: 10 alt3.aspmx.l.google.com.
rabbithole.sk: 5 mx1.hostinger.com.
rabbithole.sk: 10 mx2.hostinger.com.
festo.sk: 0 .
sme.sk: 10 sme-sk.mail.protection.outlook.com.
wit.sk: 1 alltheemails.com.
peers.sk: 10 mx.zoho.eu.
peers.sk: 20 mx2.zoho.eu.
peers.sk: 50 mx3.zoho.eu.
none.sk: 5 alt1.aspmx.l.google.com.
none.sk: 1 aspmx.l.google.com.
none.sk: 5 alt2.aspmx.l.google.com.
none.sk: 10 alt4.aspmx.l.google.com.
none.sk: 10 alt3.aspmx.l.google.com.
teva.sk: 10 mx01.tevapharm.com.
teva.sk: 10 mx02.tevapharm.com.
georg.sk: 0 georg-sk.mail.protection.outlook.com.
tandem.sk: 5 mailin.mx-hub.eu.
tandem.sk: 5 mailin.mx-hub.net.
tandem.sk: 5 mailin.mx-hub.cz.
tandem.sk: 5 mailin.mx-hub.sk.
amadeus.sk: 20 mx1.wedos.com.
amadeus.sk: 40 mx1.wedos.online.
amadeus.sk: 10 mx1.wedos.global.
amadeus.sk: 0 mx1.wedos.email.
amadeus.sk: 30 mx1.wedos.mx.
bike.sk: 10 mail.ff.sk.
yahoo.sk: 10 mx-eu.mail.am0.yahoodns.net.
patriot.sk: 10 mail.redirect.host.
linux.sk: 10 hnedy.sklug.sk.
echo.sk: 10 echo-sk.mail.protection.outlook.com.
pocket.sk: 10 e2c7cecc003b98e8.mx1.emailprofi.seznam.cz.
pocket.sk: 20 e2c7cecc003b98e8.mx2.emailprofi.seznam.cz.
lifetime.sk: 10 mail.uxsolutions.sk.
mine.sk: 10 mx1.mine.sk.
mine.sk: 100 mx2.mine.sk.
tiny.sk: 52 isaac.mx.cloudflare.net.
tiny.sk: 32 linda.mx.cloudflare.net.
tiny.sk: 70 amir.mx.cloudflare.net.
sight.sk: 10 mail.sight.sk.
liminal.sk: 10 mail.webtrigo.com.
gov.sk: 10 mail.gov.sk.
ionos.sk: 10 hbs.home.pl.
escort.sk: 10 mx10.websupport.sk.
escort.sk: 100 mx20.websupport.sk.
mls.sk: 10 alt4.aspmx.l.google.com.
mls.sk: 5 alt2.aspmx.l.google.com.
mls.sk: 1 aspmx.l.google.com.
mls.sk: 5 alt1.aspmx.l.google.com.
mls.sk: 10 alt3.aspmx.l.google.com.
wood.sk: 10 wood-sk.mail.protection.outlook.com.
stella.sk: 20 mailsec.protonmail.ch.
stella.sk: 10 mail.protonmail.ch.
statistics.sk: 10 smtp.statistics.sk.
finest.sk: 10 alt4.aspmx.l.google.com.
finest.sk: 5 alt2.aspmx.l.google.com.
finest.sk: 5 alt1.aspmx.l.google.com.
finest.sk: 10 alt3.aspmx.l.google.com.
finest.sk: 1 aspmx.l.google.com.
leaf.sk: 0 aspmx.l.google.com.
leaf.sk: 5 alt2.aspmx.l.google.com.
leaf.sk: 5 alt1.aspmx.l.google.com.
tracker.sk: 20 mx20.antispam.mailspamprotection.com.
tracker.sk: 30 mx30.antispam.mailspamprotection.com.
tracker.sk: 10 mx10.antispam.mailspamprotection.com.
long.sk: 1 wes1-mx2.wedos.net.
long.sk: 10 wes1-mx-backup.wedos.net.
long.sk: 1 wes1-mx1.wedos.net.
tag.sk: 10 mail.tag.sk.
spirit.sk: 0 spirit-sk.mail.protection.outlook.com.
safe.sk: 0 safe-sk.mail.protection.outlook.com.
arthur.sk: 20 negro.pegonet.sk.
arthur.sk: 10 mail.pegonet.sk.
eva.sk: 0 eva-sk.mail.protection.outlook.com.
eva.sk: 10 alt4.aspmx.l.google.com.
eva.sk: 1 aspmx.l.google.com.
eva.sk: 5 alt2.aspmx.l.google.com.
eva.sk: 10 alt3.aspmx.l.google.com.
eva.sk: 5 alt1.aspmx.l.google.com.
jewel.sk: 20 mx2.hostcreators.sk.
jewel.sk: 10 mx1.hostcreators.sk.
believe.sk: 5 alt2.aspmx.l.google.com.
believe.sk: 10 alt4.aspmx.l.google.com.
believe.sk: 1 aspmx.l.google.com.
believe.sk: 5 alt1.aspmx.l.google.com.
believe.sk: 10 alt3.aspmx.l.google.com.
amiga.sk: 10 email3.webglobe.cz.
amiga.sk: 10 email.webglobe.cz.
amiga.sk: 10 email4.webglobe.cz.
amiga.sk: 10 email2.webglobe.cz.
awesome.sk: 5 mailin1.awesome.sk.
awesome.sk: 10 mailin2.awesome.sk.
tumblr.sk: 0 .
vivo.sk: 10 mail1.luceon.sk.
sfera.sk: 5 mail.sfera.sk.
bob.sk: 0 bob-sk.mail.protection.outlook.com.
klarna.sk: 10 mxz3.klarna.com.
klarna.sk: 10 mxz1.klarna.com.
klarna.sk: 10 mxz4.klarna.com.
klarna.sk: 10 mxz2.klarna.com.
uptime.sk: 10 mail.hostname.sk.
convoy.sk: 10 mx.zoho.eu.
convoy.sk: 50 mx3.zoho.eu.
convoy.sk: 20 mx2.zoho.eu.
videographer.sk: 10 aspmx.l.google.com.
koch.sk: 10 mx2.hostinger.com.
koch.sk: 5 mx1.hostinger.com.
404.sk: 10 mx02.mail.icloud.com.
404.sk: 10 mx01.mail.icloud.com.
puressentiel.sk: 5 mib.puressentiel.com.
remax.sk: 0 remax-sk.mail.protection.outlook.com.
magnum.sk: 100 mail01.unilever.com.
assembly.sk: 10 heater.zixo.sk.
assembly.sk: 20 backup.zixo.sk.
system.sk: 20 relay2.dnsserver.eu.
system.sk: 10 relay.exohosting.sk.
system.sk: 10 relay1.exohosting.sk.
system.sk: 15 relay3.dnsserver.eu.
vesta.sk: 1 mx.bohemiasoft.com.
fractal.sk: 20 mailsec.protonmail.ch.
fractal.sk: 10 mail.protonmail.ch.
ufc.sk: 32 route3.mx.cloudflare.net.
ufc.sk: 95 route1.mx.cloudflare.net.
ufc.sk: 64 route2.mx.cloudflare.net.
fly.sk: 20 mx01.udag.de.
fly.sk: 10 mx00.udag.de.
mensa.sk: 10 mailin1.mensa.sk.
mensa.sk: 100 mailin2.mensa.sk.
icc.sk: 10 inmail4.wy.sk.
icc.sk: 10 inmail.wy.sk.
icc.sk: 10 inmail2.wy.sk.
icc.sk: 10 inmail3.wy.sk.
mtr.sk: 10 alt4.aspmx.l.google.com.
mtr.sk: 10 alt3.aspmx.l.google.com.
mtr.sk: 5 alt1.aspmx.l.google.com.
mtr.sk: 1 aspmx.l.google.com.
mtr.sk: 5 alt2.aspmx.l.google.com.
beam.sk: 10 mx2.webhouse.sk.
beam.sk: 10 mx4.webhouse.sk.
beam.sk: 10 mx6.webhouse.sk.
beam.sk: 10 mx3.webhouse.sk.
beam.sk: 10 mx5.webhouse.sk.
beam.sk: 10 mx1.webhouse.sk.
goat.sk: 5 ALT2.ASPMX.L.GOOGLE.COM.
goat.sk: 1 ASPMX.L.GOOGLE.COM.
goat.sk: 10 ALT4.ASPMX.L.GOOGLE.COM.
goat.sk: 10 ALT3.ASPMX.L.GOOGLE.COM.
goat.sk: 5 ALT1.ASPMX.L.GOOGLE.COM.
manpower.sk: 10 de-smtp-inbound-1.mimecast.com.
manpower.sk: 10 de-smtp-inbound-2.mimecast.com.
manpower.sk: 5 manpower-sk.mail.protection.outlook.com.
drift.sk: 10 mailin2.drift.sk.
drift.sk: 5 mailin1.drift.sk.
merch.sk: 1 aspmx.l.google.com.
merch.sk: 10 alt3.aspmx.l.google.com.
merch.sk: 15 twhr3j2lkvx6jckhf263soofjbzlf5wkw2paaujyhgvd57ve6wha.mx-verification.google.com.
merch.sk: 5 alt2.aspmx.l.google.com.
merch.sk: 10 alt4.aspmx.l.google.com.
merch.sk: 5 alt1.aspmx.l.google.com.
blackfriday.sk: 10 mail.mailserver.hu.
houston.sk: 10 mx10.websupport.sk.
houston.sk: 100 mx20.websupport.sk.
aimusic.sk: 1 wes1-mx1.wedos.net.
aimusic.sk: 10 wes1-mx-backup.wedos.net.
aimusic.sk: 1 wes1-mx2.wedos.net.
guide.sk: 10 inmail.webglobe.sk.
ampersand.sk: 10 mx10.websupport.sk.
ampersand.sk: 100 mx20.websupport.sk.
onlinestore.sk: 100 mailin2.onlinestore.sk.
onlinestore.sk: 10 mailin1.onlinestore.sk.
hell.sk: 20 aincrad.hell.sk.
hell.sk: 10 abyss.hell.sk.
drive.sk: 10 mx.zoho.eu.
drive.sk: 20 mx2.zoho.eu.
drive.sk: 50 mx3.zoho.eu.
aviation.sk: 10 mailin.mx-hub.sk.
aviation.sk: 10 mailin.mx-hub.eu.
aviation.sk: 10 mailin.mx-hub.cz.
aviation.sk: 10 mailin.mx-hub.net.
yun.sk: 5 alt1.aspmx.l.google.com.
yun.sk: 10 alt4.aspmx.l.google.com.
yun.sk: 5 alt2.aspmx.l.google.com.
yun.sk: 1 aspmx.l.google.com.
yun.sk: 10 alt3.aspmx.l.google.com.
skye.sk: 100 mail.skye.sk.
zen.sk: 10 mx.zoho.com.
zen.sk: 50 mx3.zoho.com.
zen.sk: 20 mx2.zoho.com.
simply.sk: 10 mail.sixnet.sk.
hamburg.sk: 30 mx.inetadmin.cz.
hamburg.sk: 10 mx.inetadmin.eu.
hamburg.sk: 20 mx.inetadmin.sk.
van.sk: 10 mailin1.van.sk.
van.sk: 100 mailin2.van.sk.
lgbtq.sk: 5 alt1.aspmx.l.google.com.
lgbtq.sk: 5 alt2.aspmx.l.google.com.
lgbtq.sk: 1 aspmx.l.google.com.
lgbtq.sk: 10 alt4.aspmx.l.google.com.
lgbtq.sk: 10 alt3.aspmx.l.google.com.
nsp.sk: 0 nsp-sk.mail.protection.outlook.com.
sattamatka.sk: 10 spool.mail.gandi.net.
sattamatka.sk: 50 fb.mail.gandi.net.
lift.sk: 10 ns3-old.ko.com.
events.sk: 10 w01b9d8d.kasserver.com.
mega.sk: 10 aspmx.l.google.com.
decathlon.sk: 20 alt2.aspmx.l.google.com.
decathlon.sk: 30 aspmx3.googlemail.com.
decathlon.sk: 30 aspmx5.googlemail.com.
decathlon.sk: 30 aspmx2.googlemail.com.
decathlon.sk: 20 alt1.aspmx.l.google.com.
decathlon.sk: 10 aspmx.l.google.com.
decathlon.sk: 30 aspmx4.googlemail.com.
recovery.sk: 1 wes1-mx2.wedos.net.
recovery.sk: 1 wes1-mx1.wedos.net.
recovery.sk: 10 wes1-mx-backup.wedos.net.
turing.sk: 10 mail.turing.sk.
ipv6.sk: 94 route2.mx.cloudflare.net.
ipv6.sk: 67 route1.mx.cloudflare.net.
ipv6.sk: 38 route3.mx.cloudflare.net.
revision.sk: 10 mailhub.cns-net.sk.
blog.sk: 0 .
hotshot.sk: 0 hotshot-sk.mail.protection.outlook.com.
ability.sk: 10 custmx.cscdns.net.
crm.sk: 10 inmail.syphon.sk.
crm.sk: 100 mxbackup2.syphon.sk.
crm.sk: 20 mxbackup1.syphon.sk.
yacht.sk: 100 mailin2.yacht.sk.
yacht.sk: 10 mailin1.yacht.sk.
queens.sk: 10 alt4.aspmx.l.google.com.
queens.sk: 5 alt2.aspmx.l.google.com.
queens.sk: 10 alt3.aspmx.l.google.com.
queens.sk: 5 alt1.aspmx.l.google.com.
queens.sk: 1 aspmx.l.google.com.
closer.sk: 10 closer-sk.mail.protection.outlook.com.
barter.sk: 10 mailin1.barter.sk.
barter.sk: 100 mailin2.barter.sk.
oc.sk: 35 ALT2.ASPMX.L.GOOGLE.COM.
oc.sk: 35 ALT1.ASPMX.L.GOOGLE.COM.
oc.sk: 45 ASPMX4.GOOGLEMAIL.COM.
oc.sk: 10 ASPMX.L.GOOGLE.COM.
oc.sk: 45 ASPMX5.GOOGLEMAIL.COM.
oc.sk: 45 ASPMX3.GOOGLEMAIL.COM.
oc.sk: 45 ASPMX2.GOOGLEMAIL.COM.
text.sk: 0 localhost.
capital.sk: 10 mailhub.isternet.sk.
capital.sk: 100 mailhub2.isternet.sk.
mina.sk: 5 mailin1.mina.sk.
mina.sk: 10 mailin2.mina.sk.
faith.sk: 10 mailin1.faith.sk.
faith.sk: 100 mailin2.faith.sk.
video.sk: 10 mail.video.sk.
stickers.sk: 10 mail.stickers.sk.
stickers.sk: 100 mail1.stickers.sk.
1800flowers.sk: 10 mail1.800-flowers.net.
bespoke.sk: 10 mailin1.bespoke.sk.
bespoke.sk: 100 mailin2.bespoke.sk.
bmt.sk: 0 bmt-sk.mail.protection.outlook.com.
bargain.sk: 10 mx2.hostinger.com.
bargain.sk: 5 mx1.hostinger.com.
watch.sk: 10 mail.watch.sk.
futureproof.sk: 20 mail2.webglobe.sk.
futureproof.sk: 10 inmail.webglobe.sk.
futureproof.sk: 100 mail3.webglobe.sk.
start-up.sk: 100 mailin2.start-up.sk.
start-up.sk: 10 mailin1.start-up.sk.
shine.sk: 10 mail.protonmail.ch.
shine.sk: 20 mailsec.protonmail.ch.
shop.sk: 10 mail.shop.sk.
hue.sk: 10 mx001.dclux.xion.oxcs.net.
hue.sk: 10 mx004.dclux.xion.oxcs.net.
hue.sk: 10 mx003.dclux.xion.oxcs.net.
hue.sk: 10 mx002.dclux.xion.oxcs.net.
nest.sk: 5 mailin.mx-hub.sk.
nest.sk: 100 as2.nameserver.sk.
nest.sk: 5 mailin.mx-hub.net.
nest.sk: 5 mailin.mx-hub.eu.
nest.sk: 5 mailin.mx-hub.cz.
nest.sk: 90 as1.nameserver.sk.
nido.sk: 10 nido-sk.mail.protection.outlook.com.
turbo.sk: 10 mail.turbo.sk.
private.sk: 5 mailin.mx-hub.cz.
private.sk: 5 mailin.mx-hub.net.
private.sk: 5 mailin.mx-hub.sk.
private.sk: 5 mailin.mx-hub.eu.
ccb.sk: 10 weraroa.ui42.sk.
gambling.sk: 0 localhost.
artemis.sk: 10 mx3.webhouse.sk.
artemis.sk: 10 mx4.webhouse.sk.
artemis.sk: 10 mx6.webhouse.sk.
artemis.sk: 10 mx2.webhouse.sk.
artemis.sk: 10 mx1.webhouse.sk.
artemis.sk: 10 mx5.webhouse.sk.
apu.sk: 100 mailin2.apu.sk.
apu.sk: 10 mailin1.apu.sk.
teens.sk: 10 mail.cammen.nl.
trend.sk: 100 ns.trend.sk.
trend.sk: 0 trend-sk.mail.protection.outlook.com.
trend.sk: 10 mail.trend.sk.
root.sk: 10 mail.softnet.sk.
hi.sk: 10 mx4.webhouse.sk.
hi.sk: 10 mx2.webhouse.sk.
hi.sk: 10 mx6.webhouse.sk.
hi.sk: 10 mx5.webhouse.sk.
hi.sk: 10 mx3.webhouse.sk.
hi.sk: 10 mx1.webhouse.sk.
bmw.sk: 20 mx2.hc324-48.eu.iphmx.com.
bmw.sk: 10 mx1.hc324-48.eu.iphmx.com.
ugo.sk: 5 alt2.aspmx.l.google.com.
ugo.sk: 10 aspmx3.googlemail.com.
ugo.sk: 1 aspmx.l.google.com.
ugo.sk: 10 aspmx2.googlemail.com.
ugo.sk: 5 alt1.aspmx.l.google.com.
psy.sk: 10 mxavas.forpsi.com.
mood.sk: 0 mood-sk.mail.protection.outlook.com.
commerce.sk: 10 mail.commerce.sk.
jax.sk: 10 mxavas.forpsi.com.
monogram.sk: 20 alt2-mx.rackhostmx.com.
monogram.sk: 10 mx06.rackhost.hu.
abc.sk: 10 mxavas.forpsi.com.
bayern.sk: 10 mx00.udag.de.
bayern.sk: 20 mx01.udag.de.
steen.sk: 10 kerio.zerg.sk.
funny.sk: 30 aspmx3.googlemail.com.
funny.sk: 20 alt1.aspmx.l.google.com.
funny.sk: 30 aspmx4.googlemail.com.
funny.sk: 20 alt2.aspmx.l.google.com.
funny.sk: 10 aspmx.l.google.com.
funny.sk: 30 aspmx2.googlemail.com.
funny.sk: 30 aspmx5.googlemail.com.
allin.sk: 10 mail.vasmail.sk.
asm.sk: 1 asm-sk.mail.protection.outlook.com.
tax.sk: 10 mx00.udag.de.
tax.sk: 20 mx01.udag.de.
nutrition.sk: 10 mailin.mx-hub.eu.
nutrition.sk: 10 mailin.mx-hub.net.
nutrition.sk: 10 mailin.mx-hub.cz.
nutrition.sk: 10 mailin.mx-hub.sk.
whale.sk: 10 server679937.nazwa.pl.
premier.sk: 10 mailin.mx-hub.cz.
premier.sk: 10 mailin.mx-hub.eu.
premier.sk: 10 mailin.mx-hub.net.
premier.sk: 10 mailin.mx-hub.sk.
atlantic.sk: 10 mta-03.webnode.com.
nic.sk: 10 mailin.mx-hub.eu.
nic.sk: 10 mailin.mx-hub.cz.
nic.sk: 10 mailin.mx-hub.sk.
nic.sk: 10 mailin.mx-hub.net.
forex.sk: 10 email4.webglobe.cz.
forex.sk: 10 email3.webglobe.cz.
forex.sk: 10 email2.webglobe.cz.
forex.sk: 10 email.webglobe.cz.
powerup.sk: 20 mx2.hostcreators.sk.
powerup.sk: 10 mx1.hostcreators.sk.
balloon.sk: 100 mailin2.balloon.sk.
balloon.sk: 10 mailin1.balloon.sk.
atc.sk: 5 mailin1.atc.sk.
atc.sk: 10 mailin2.atc.sk.
loveme.sk: 10 mx.zoho.eu.
loveme.sk: 50 mx3.zoho.eu.
loveme.sk: 20 mx2.zoho.eu.
kayo.sk: 10 email.ignum.cz.
kayo.sk: 20 email2.ignum.cz.
always.sk: 10 mail.always.sk.
foundry.sk: 10 d1be05a3a7e5a2d1.mx2.emailprofi.seznam.cz.
foundry.sk: 1 aspmx.l.google.com.
foundry.sk: 5 alt2.aspmx.l.google.com.
foundry.sk: 20 d1be05a3a7e5a2d1.mx1.emailprofi.seznam.cz.
foundry.sk: 5 alt1.aspmx.l.google.com.
tree.sk: 10 vip-mail.superhosting.cz.
lovely.sk: 10 mail.lovely.sk.
camera.sk: 10 mailin.mx-hub.net.
snake.sk: 0 snake-sk.mail.protection.outlook.com.
agi.sk: 1 mail.agi.sk.
standard.sk: 10 alt3.aspmx.l.google.com.
standard.sk: 5 alt2.aspmx.l.google.com.
standard.sk: 1 aspmx.l.google.com.
standard.sk: 5 alt1.aspmx.l.google.com.
standard.sk: 10 alt4.aspmx.l.google.com.
expat.sk: 10 mx.inetadmin.eu.
expat.sk: 30 mx.inetadmin.cz.
expat.sk: 20 mx.inetadmin.sk.
opensea.sk: 100 mailin2.opensea.sk.
opensea.sk: 10 mailin1.opensea.sk.
love.sk: 100 mail.boss.sk.
love.sk: 10 mail2.boss.sk.
lilac.sk: 10 mx1.netim.net.
lilac.sk: 10 mx2.netim.net.
winbet.sk: 10 _dc-mx.48c561e10514.winbet.sk.
flux.sk: 5 mailin1.flux.sk.
flux.sk: 10 mailin2.flux.sk.
dark.sk: 10 mx003.dclux.xion.oxcs.net.
dark.sk: 10 mx002.dclux.xion.oxcs.net.
dark.sk: 10 mx004.dclux.xion.oxcs.net.
dark.sk: 10 mx001.dclux.xion.oxcs.net.
kaya.sk: 10 mx02.mail.icloud.com.
kaya.sk: 10 mx01.mail.icloud.com.
joker.sk: 0 localhost.
coolblue.sk: 20 mx2.coolblue.nl.
coolblue.sk: 10 mx1.coolblue.nl.
fonbet.sk: 10 MAIL.101DOMAIN.COM.
bbb.sk: 10 moon.uakom.sk.
weiss.sk: 100 mail.weiss.sk.
sine.sk: 1 wes1-mx2.wedos.net.
sine.sk: 1 wes1-mx1.wedos.net.
sine.sk: 10 wes1-mx-backup.wedos.net.
heatpump.sk: 1 mx.heatpump.sk.
sustainable.sk: 10 mailin1.sustainable.sk.
sustainable.sk: 100 mailin2.sustainable.sk.
spareroom.sk: 10 mail.spareroom.sk.
makeup.sk: 1 mail.makeup.com.ua.
exchange.sk: 100 mx20.websupport.sk.
exchange.sk: 10 mx10.websupport.sk.
wbd.sk: 10 mail.wbd.sk.
trellis.sk: 0 trellis-sk.mail.protection.outlook.com.
e.sk: 100 mx20.websupport.sk.
e.sk: 10 mx10.websupport.sk.
blacksheep.sk: 10 mx1.hostcreators.sk.
blacksheep.sk: 20 mx2.hostcreators.sk.
bunny.sk: 1 smtp.google.com.
general.sk: 5 mail.general.sk.
inbox.sk: 10 mxavas.forpsi.com.
a-i.sk: 30 mx.inetadmin.cz.
a-i.sk: 20 mx.inetadmin.sk.
a-i.sk: 10 mx.inetadmin.eu.
dvc.sk: 20 alt1.aspmx.l.google.com.
dvc.sk: 10 aspmx.l.google.com.
dvc.sk: 50 alt4.aspmx.l.google.com.
dvc.sk: 40 alt3.aspmx.l.google.com.
dvc.sk: 30 alt2.aspmx.l.google.com.
blume.sk: 20 mx20.websupport.sk.
blume.sk: 10 mx10.websupport.sk.
simplify.sk: 10 mailin1.netropolis.sk.
architects.sk: 10 mail.architects.sk.
zenith.sk: 100 mailin2.zenith.sk.
zenith.sk: 10 mailin1.zenith.sk.
sofia.sk: 100 post.forma.sk.
dad.sk: 10 mailin2.dad.sk.
dad.sk: 5 mailin1.dad.sk.
adam.sk: 10 alt3.aspmx.l.google.com.
adam.sk: 0 adam-sk.mail.protection.outlook.com.
adam.sk: 1 aspmx.l.google.com.
adam.sk: 10 alt4.aspmx.l.google.com.
adam.sk: 5 alt2.aspmx.l.google.com.
