true.yt: 10 mailpro.oaknet.cloud.
lumi.yt: 10 mx2.hostinger.com.
wild.yt: 10 mx2.netim.net.
wild.yt: 10 mx1.netim.net.
website.yt: 48 isaac.mx.cloudflare.net.
website.yt: 29 amir.mx.cloudflare.net.
website.yt: 11 linda.mx.cloudflare.net.
flowers.yt: 10 custmx.cscdns.net.
404.yt: 10 mx.yandex.net.
sidequest.yt: 10 alt4.aspmx.l.google.com.
sidequest.yt: 1 aspmx.l.google.com.
sidequest.yt: 10 alt3.aspmx.l.google.com.
sidequest.yt: 5 alt2.aspmx.l.google.com.
sidequest.yt: 5 alt1.aspmx.l.google.com.
moc.yt: 28 route1.mx.cloudflare.net.
moc.yt: 8 route2.mx.cloudflare.net.
moc.yt: 98 route3.mx.cloudflare.net.
bam.yt: 1 bam-yt.mail.protection.outlook.com.
360.yt: 10 spool.mail.gandi.net.
360.yt: 50 fb.mail.gandi.net.
hunter.yt: 10 alt4.aspmx.l.google.com.
hunter.yt: 10 alt3.aspmx.l.google.com.
hunter.yt: 5 alt2.aspmx.l.google.com.
hunter.yt: 1 aspmx.l.google.com.
hunter.yt: 5 alt1.aspmx.l.google.com.
flow.yt: 10 _dc-mx.8eb063c2f9a3.flow.yt.
flow.yt: 50 mxe881.netcup.net.
anchor.yt: 0 anchor-yt.mail.protection.outlook.com.
flex.yt: 10 mx2.netim.net.
flex.yt: 10 mx1.netim.net.
web.yt: 10 mx2.netim.net.
web.yt: 10 mx1.netim.net.
cnn.yt: 10 atlmail0.turner.com.
natural.yt: 83 route1.mx.cloudflare.net.
natural.yt: 85 route2.mx.cloudflare.net.
natural.yt: 35 route3.mx.cloudflare.net.
mini.yt: 10 mx.mini.yt.cust.b.hostedemail.com.
file.yt: 10 mail.file.ax.file.yt.
file.yt: 1 mail.file.ax.
serenity.yt: 20 mailsec.protonmail.ch.
serenity.yt: 10 mail.protonmail.ch.
blaze.yt: 5 alt1.aspmx.l.google.com.
blaze.yt: 5 alt2.aspmx.l.google.com.
blaze.yt: 1 aspmx.l.google.com.
blaze.yt: 10 alt3.aspmx.l.google.com.
blaze.yt: 10 alt4.aspmx.l.google.com.
demo.yt: 10 mail.demo.yt.
karma.yt: 20 aspmx2.migadu.com.
karma.yt: 10 aspmx1.migadu.com.
ttc.yt: 5 d343594a.ess.barracudanetworks.com.
ttc.yt: 7 d343594b.ess.barracudanetworks.com.
uwu.yt: 20 mailsec.protonmail.ch.
uwu.yt: 10 mail.protonmail.ch.
python.yt: 10 mx2.hostinger.com.
python.yt: 5 mx1.hostinger.com.
inbox.yt: 10 mail.inbox.yt.
simon.yt: 59 route2.mx.cloudflare.net.
simon.yt: 71 route1.mx.cloudflare.net.
simon.yt: 60 route3.mx.cloudflare.net.
gambit.yt: 50 mx3.zoho.com.au.
gambit.yt: 10 mx.zoho.com.au.
gambit.yt: 20 mx2.zoho.com.au.
ackermann.yt: 5 mta-gw.infomaniak.ch.
17.yt: 30 mx3.zoho.com.
17.yt: 10 mx.zoho.com.
17.yt: 20 mx2.zoho.com.
plus.yt: 1 mail.tbnk.ca.
kev.yt: 10 mx2.netim.net.
kev.yt: 10 mx1.netim.net.
ultimate.yt: 59 route1.mx.cloudflare.net.
ultimate.yt: 57 route3.mx.cloudflare.net.
ultimate.yt: 13 route2.mx.cloudflare.net.
peugeot.yt: 10 mx.btoc.re.
peugeot.yt: 20 mx.btoc.re.
just.yt: 10 custmx.cscdns.net.
moe.yt: 0 mail.moe.yt.
record.yt: 5 mx1.hostinger.com.
record.yt: 10 mx2.hostinger.com.
new.yt: 1 SMTP.GOOGLE.COM.
nic.yt: 6 mx1.nic.fr.
nic.yt: 7 mx2.nic.fr.
bruno.yt: 97 route3.mx.cloudflare.net.
bruno.yt: 44 route2.mx.cloudflare.net.
bruno.yt: 46 route1.mx.cloudflare.net.
josh.yt: 89 route3.mx.cloudflare.net.
josh.yt: 55 route2.mx.cloudflare.net.
josh.yt: 64 route1.mx.cloudflare.net.
sean.yt: 10 spool.mail.gandi.net.
sean.yt: 50 fb.mail.gandi.net.
eric.yt: 10 spool.mail.gandi.net.
eric.yt: 50 fb.mail.gandi.net.
arb.yt: 99 route1.mx.cloudflare.net.
arb.yt: 12 route3.mx.cloudflare.net.
arb.yt: 12 route2.mx.cloudflare.net.
iptv.yt: 10 mx2.hostinger.com.
iptv.yt: 5 mx1.hostinger.com.
sea.yt: 1 SMTP.GOOGLE.COM.
arrow.yt: 0 .
citroen.yt: 1 mx4.mail.ovh.net.
citroen.yt: 10 mx3.mail.ovh.net.
13.yt: 10 s111.abcd.services.
ducati.yt: 10 spool.mail.gandi.net.
ducati.yt: 50 fb.mail.gandi.net.
task.yt: 10 mx8.name.com.
task.yt: 30 mx4.name.com.
task.yt: 60 mx3.name.com.
task.yt: 50 mx6.name.com.
task.yt: 40 mx5.name.com.
task.yt: 20 mx7.name.com.
fast.yt: 10 mxdm-ap-southeast-1.aliyun.com.
illuminati.yt: 0 .
emi.yt: 10 mail.emi.yt.
leadkit.yt: 0 .
next.yt: 10 mx02.mail.icloud.com.
next.yt: 10 mx01.mail.icloud.com.
fred.yt: 10 mx2.netim.net.
fred.yt: 10 mx1.netim.net.
git.yt: 10 pixel.mxrouting.net.
git.yt: 20 pixel-relay.mxrouting.net.
creative.yt: 69 route2.mx.cloudflare.net.
creative.yt: 66 route1.mx.cloudflare.net.
creative.yt: 46 route3.mx.cloudflare.net.
mirai.yt: 1 aspmx.l.google.com.
mirai.yt: 5 alt1.aspmx.l.google.com.
mirai.yt: 5 alt2.aspmx.l.google.com.
mirai.yt: 10 alt3.aspmx.l.google.com.
mirai.yt: 10 alt4.aspmx.l.google.com.
bas.yt: 58 route2.mx.cloudflare.net.
bas.yt: 73 route3.mx.cloudflare.net.
bas.yt: 69 route1.mx.cloudflare.net.
ufc.yt: 10 mx2.hostinger.com.
ufc.yt: 5 mx1.hostinger.com.
band.yt: 10 mail.band.yt.
tbs.yt: 10 mail.tbs.yt.
ender.yt: 34 route2.mx.cloudflare.net.
ender.yt: 47 route1.mx.cloudflare.net.
ender.yt: 92 route3.mx.cloudflare.net.
ban.yt: 10 mx2.hostinger.com.
ban.yt: 5 mx1.hostinger.com.
porsche.yt: 0 .
nour.yt: 10 spool.mail.gandi.net.
nour.yt: 50 fb.mail.gandi.net.
austin.yt: 14 route1.mx.cloudflare.net.
austin.yt: 49 route3.mx.cloudflare.net.
austin.yt: 71 route2.mx.cloudflare.net.
consult.yt: 1 aspmx.l.google.com.
consult.yt: 10 alt4.aspmx.l.google.com.
consult.yt: 5 alt1.aspmx.l.google.com.
consult.yt: 5 alt2.aspmx.l.google.com.
consult.yt: 10 alt3.aspmx.l.google.com.
decathlon.yt: 10 custmx.cscdns.net.
sss.yt: 10 aspmx2.googlemail.com.
sss.yt: 1 aspmx.l.google.com.
sss.yt: 10 aspmx3.googlemail.com.
sss.yt: 5 alt1.aspmx.l.google.com.
sss.yt: 5 alt2.aspmx.l.google.com.
rco.yt: 10 mail.variomedia.de.
aim.yt: 0 aim-yt.mail.protection.outlook.com.
james.yt: 5 alt1.aspmx.l.google.com.
james.yt: 1 aspmx.l.google.com.
james.yt: 10 aspmx3.googlemail.com.
james.yt: 5 alt2.aspmx.l.google.com.
james.yt: 10 aspmx2.googlemail.com.
jon.yt: 10 mail.jon.yt.
jesus.yt: 0 .
cbb.yt: 10 .
nya.yt: 1 mxext2.mailbox.org.
nya.yt: 0 mxext1.mailbox.org.
nya.yt: 2 mxext3.mailbox.org.
scale.yt: 1 smtp.google.com.
wow.yt: 0 mail.wow.yt.
paragon.yt: 1 aspmx.l.google.com.
paragon.yt: 10 alt3.aspmx.l.google.com.
paragon.yt: 5 alt1.aspmx.l.google.com.
paragon.yt: 5 alt2.aspmx.l.google.com.
join.yt: 10 mail.join.yt.
matrix.yt: 1 aspmx.l.google.com.
matrix.yt: 5 alt2.aspmx.l.google.com.
matrix.yt: 5 alt1.aspmx.l.google.com.
matrix.yt: 10 alt3.aspmx.l.google.com.
matrix.yt: 10 alt4.aspmx.l.google.com.
seat.yt: 10 spool.mail.gandi.net.
seat.yt: 50 fb.mail.gandi.net.
nas.yt: 10 mail.ee.sd.
jef.yt: 80 linda.mx.cloudflare.net.
jef.yt: 36 amir.mx.cloudflare.net.
jef.yt: 68 isaac.mx.cloudflare.net.
cat.yt: 20 route2.mx.cloudflare.net.
cat.yt: 2 route3.mx.cloudflare.net.
cat.yt: 13 route1.mx.cloudflare.net.
xeno.yt: 10 mx02.mail.icloud.com.
xeno.yt: 10 mx01.mail.icloud.com.
glow.yt: 1 aspmx.l.google.com.
glow.yt: 5 alt1.aspmx.l.google.com.
glow.yt: 10 aspmx3.googlemail.com.
glow.yt: 5 alt2.aspmx.l.google.com.
glow.yt: 10 aspmx2.googlemail.com.
nespresso.yt: 10 nespresso-yt.mail.protection.outlook.com.
viv.yt: 89 route2.mx.cloudflare.net.
viv.yt: 69 route1.mx.cloudflare.net.
viv.yt: 56 route3.mx.cloudflare.net.
ppp.yt: 10 mxw.mxhichina.com.
ppp.yt: 5 mxn.mxhichina.com.
pod.yt: 10 mxb.eu.mailgun.org.
pod.yt: 10 mxa.eu.mailgun.org.
alternative.yt: 5 mailforward11.cloudns.net.
alternative.yt: 10 mailforward12.cloudns.net.
from.yt: 1 receives.email.
zzzz.yt: 10 mx02.mail.icloud.com.
zzzz.yt: 10 mx01.mail.icloud.com.
check.yt: 10 mail.variomedia.de.
switchup.yt: 10 mx1.netim.net.
switchup.yt: 10 mx2.netim.net.
flat.yt: 92 route3.mx.cloudflare.net.
flat.yt: 47 route1.mx.cloudflare.net.
flat.yt: 3 route2.mx.cloudflare.net.
hugo.yt: 10 mx01.mail.icloud.com.
hugo.yt: 10 mx02.mail.icloud.com.
syf.yt: 10 mx.yandex.net.
sch.yt: 10 aspmx2.googlemail.com.
sch.yt: 1 aspmx.l.google.com.
sch.yt: 5 alt1.aspmx.l.google.com.
sch.yt: 10 aspmx3.googlemail.com.
sch.yt: 5 alt2.aspmx.l.google.com.
cysmos.yt: 10 mx2.netim.net.
cysmos.yt: 10 mx1.netim.net.
swa.yt: 10 mail.swa.yt.
photo.yt: 5 mta-gw.infomaniak.ch.
bmw.yt: 10 mx.bmw.yt.cust.b.hostedemail.com.
tran.yt: 50 mx3.zoho.com.
tran.yt: 20 mx2.zoho.com.
tran.yt: 10 mx.zoho.com.
homedesign.yt: 50 fb.mail.gandi.net.
homedesign.yt: 10 spool.mail.gandi.net.
len.yt: 62 route2.mx.cloudflare.net.
len.yt: 73 route1.mx.cloudflare.net.
len.yt: 47 route3.mx.cloudflare.net.
iii.yt: 22 route2.mx.cloudflare.net.
iii.yt: 73 route1.mx.cloudflare.net.
iii.yt: 77 route3.mx.cloudflare.net.
maxim.yt: 1 aspmx.l.google.com.
maxim.yt: 10 mxb.eu.mailgun.org.
maxim.yt: 5 alt1.aspmx.l.google.com.
maxim.yt: 5 alt2.aspmx.l.google.com.
maxim.yt: 10 mxa.eu.mailgun.org.
maxim.yt: 10 aspmx3.googlemail.com.
maxim.yt: 10 aspmx2.googlemail.com.
exploit.yt: 10 in1-smtp.messagingengine.com.
exploit.yt: 20 in2-smtp.messagingengine.com.
love.yt: 5 mta-gw.infomaniak.ch.
vineyard.yt: 20 mx2.improvmx.com.
vineyard.yt: 10 mx1.improvmx.com.
helm.yt: 10 helm-yt.mail.protection.outlook.com.
house.yt: 5 mx1.hostinger.com.
house.yt: 10 mx2.hostinger.com.
dennis.yt: 10 mx.domeneshop.no.
joel.yt: 10 _dc-mx.96ed903dbb22.joel.yt.
rock.yt: 1 SMTP.GOOGLE.COM.
owl.yt: 0 mueller.uberspace.de.
naos.yt: 0 mx3.nameshield.com.
naos.yt: 10 mx4.nameshield.net.
mon.yt: 10 mxa.mailgun.org.
mon.yt: 10 mxb.mailgun.org.
anas.yt: 10 alt3.aspmx.l.google.com.
anas.yt: 1 aspmx.l.google.com.
anas.yt: 5 alt1.aspmx.l.google.com.
anas.yt: 5 alt2.aspmx.l.google.com.
anas.yt: 10 alt4.aspmx.l.google.com.
aid.yt: 100 mx3.mail.ovh.net.
aid.yt: 1 mx1.mail.ovh.net.
aid.yt: 5 mx2.mail.ovh.net.
raj.yt: 10 route2.mx.cloudflare.net.
raj.yt: 22 route1.mx.cloudflare.net.
raj.yt: 65 route3.mx.cloudflare.net.
dans.yt: 0 .
bcc.yt: 10 smtp02.topdns.com.
bcc.yt: 10 smtp04.topdns.com.
bcc.yt: 10 smtp03.topdns.com.
mef.yt: 5 mx1.hostinger.com.
mef.yt: 10 mx2.hostinger.com.
annuaire.yt: 10 mx1.netim.net.
annuaire.yt: 10 mx2.netim.net.
gol.yt: 10 spool.mail.gandi.net.
gol.yt: 50 fb.mail.gandi.net.
user.yt: 0 _dc-mx.a3a0a821108a.user.yt.
view.yt: 0 view.yt.
mohamed.yt: 10 mx02.mail.icloud.com.
mohamed.yt: 10 mx01.mail.icloud.com.
ssl.yt: 70 route2.mx.cloudflare.net.
ssl.yt: 74 route1.mx.cloudflare.net.
ssl.yt: 16 route3.mx.cloudflare.net.
sncf.yt: 10 mail.sncf.yt.
lin.yt: 10 mx3.pub.mailpod9-cph3.one.com.
lin.yt: 10 mx1.pub.mailpod9-cph3.one.com.
lin.yt: 10 mx4.pub.mailpod9-cph3.one.com.
lin.yt: 10 mx2.pub.mailpod9-cph3.one.com.
phx.yt: 5 mx2.mail.ovh.net.
phx.yt: 1 mx1.mail.ovh.net.
phx.yt: 100 mx3.mail.ovh.net.
nom.yt: 1 _dc-mx.1106ea19836c.nom.yt.
para.yt: 0 .
may.yt: 10 mx02.mail.icloud.com.
may.yt: 10 mx01.mail.icloud.com.
nnn.yt: 1 SMTP.GOOGLE.COM.
paz.yt: 24 route2.mx.cloudflare.net.
paz.yt: 49 route3.mx.cloudflare.net.
paz.yt: 19 route1.mx.cloudflare.net.
sola.yt: 10 mx1.netim.net.
sola.yt: 10 mx2.netim.net.
doctolib.yt: 10 custmx.cscdns.net.
nfl.yt: 10 mx2.hostinger.com.
nfl.yt: 5 mx1.hostinger.com.
ford.yt: 10 alt3.aspmx.l.google.com.
ford.yt: 5 alt1.aspmx.l.google.com.
ford.yt: 10 alt4.aspmx.l.google.com.
ford.yt: 1 aspmx.l.google.com.
ford.yt: 5 alt2.aspmx.l.google.com.
dag.yt: 10 mx.domeneshop.no.
toc.yt: 1 toc-yt.mail.protection.outlook.com.
capitalist.yt: 50 fb.mail.gandi.net.
capitalist.yt: 10 spool.mail.gandi.net.
williams.yt: 20 mx2.simplelogin.co.
williams.yt: 10 mx1.simplelogin.co.
cla.yt: 5 mta-gw.infomaniak.ch.
cei.yt: 0 cei-yt.mail.protection.outlook.com.
rich.yt: 10 wednesday.mxrouting.net.
rich.yt: 20 wednesday-relay.mxrouting.net.
music.yt: 0 .
chatgpt.yt: 0 .
infinity.yt: 1 smtp.google.com.
chatgpt.yt: 0 .
chatgpt.yt: 0 .
devops.yt: 0 .
clean.yt: 10 mx01.ionos.de.
clean.yt: 10 mx00.ionos.de.
msg.yt: 0 .
pdf.yt: 10 pdf.yt.
blog.yt: 5 mxbiz1.qq.com.
blog.yt: 10 mxbiz2.qq.com.
will.yt: 5 alt1.aspmx.l.google.com.
will.yt: 5 alt2.aspmx.l.google.com.
will.yt: 1 aspmx.l.google.com.
will.yt: 10 aspmx2.googlemail.com.
will.yt: 10 aspmx3.googlemail.com.
reg.yt: 1 mx4.mail.ovh.net.
reg.yt: 10 mx3.mail.ovh.net.
wagner.yt: 10 mx002.dclux.xion.oxcs.net.
wagner.yt: 10 mx004.dclux.xion.oxcs.net.
wagner.yt: 10 mx001.dclux.xion.oxcs.net.
wagner.yt: 10 mx003.dclux.xion.oxcs.net.
meta.yt: 10 mailredirect.sunnydns.de.
hosting.yt: 10 mail.hosting.yt.
bbb.yt: 10 mx3.mail.ovh.net.
bbb.yt: 1 mx4.mail.ovh.net.
and.yt: 20 mx2.emailsrvr.com.
and.yt: 10 mx1.emailsrvr.com.
oculus.yt: 10 mailredirect.sunnydns.de.
fon.yt: 0 .
delicious.yt: 10 mail.delicious.yt.
dms.yt: 10 mx.yandex.net.
appletv.yt: 10 mail.appletv.yt.
freq.yt: 10 mx10.antispam.mailspamprotection.com.
freq.yt: 30 mx30.antispam.mailspamprotection.com.
freq.yt: 20 mx20.antispam.mailspamprotection.com.
dating.yt: 0 localhost.
canva.yt: 10 spool.mail.gandi.net.
canva.yt: 50 fb.mail.gandi.net.
app.yt: 0 localhost.
primevideo.yt: 20 mx01.udag.de.
primevideo.yt: 10 mx00.udag.de.
metawhatsapp.yt: 10 mailredirect.sunnydns.de.
weed.yt: 0 .
fiber.yt: 0 .
jan.yt: 10 v147108.kasserver.com.
dashboard.yt: 10 mail.dashboard.yt.
veo.yt: 0 .
vpn.yt: 0 smtp03.topdns.com.
vpn.yt: 0 smtp02.topdns.com.
vpn.yt: 0 smtp04.topdns.com.
tree.yt: 10 mail.tree.yt.
metanovi.yt: 10 mailredirect.sunnydns.de.
metamessenger.yt: 10 mailredirect.sunnydns.de.
mir.yt: 10 mail.mir.yt.
333.yt: 100 redirmail2.reg.bookmyname.com.
333.yt: 100 redirmail1.reg.bookmyname.com.
smarter.yt: 1 alltheemails.com.
42.yt: 0 smtp03.topdns.com.
42.yt: 0 smtp04.topdns.com.
42.yt: 0 smtp02.topdns.com.
holly.yt: 10 mx3.mail.ovh.net.
holly.yt: 1 mx4.mail.ovh.net.
futures.yt: 1 mx1.mail.ovh.net.
futures.yt: 100 mx3.mail.ovh.net.
futures.yt: 5 mx2.mail.ovh.net.
geo.yt: 0 localhost.
789.yt: 0 localhost.
webb.yt: 10 mail.tutanota.de.
coworking.yt: 10 mail.coworking.yt.
log.yt: 10 142.o74.net.
log.yt: 10 224.o74.net.
auf.yt: 12 mail04.auf.yt.
auf.yt: 10 mail06.auf.yt.
thompson.yt: 10 alt4.aspmx.l.google.com.
thompson.yt: 5 alt1.aspmx.l.google.com.
thompson.yt: 5 alt2.aspmx.l.google.com.
thompson.yt: 10 alt3.aspmx.l.google.com.
thompson.yt: 1 aspmx.l.google.com.
base.yt: 1 mail.told.im.
vip.yt: 50 mx3.zoho.com.
vip.yt: 1 mx.zoho.com.
vip.yt: 20 mx2.zoho.com.
retif.yt: 10 spool.mail.gandi.net.
retif.yt: 50 fb.mail.gandi.net.
alexa.yt: 20 mx2.arandomserver.com.
alexa.yt: 15 mx3.arandomserver.com.
alexa.yt: 40 mx1.arandomserver.com.
portfolio.yt: 0 localhost.
art.yt: 0 .
orchestra.yt: 10 spool.mail.gandi.net.
orchestra.yt: 50 fb.mail.gandi.net.
basis.yt: 20 alt1.aspmx.l.google.com.
basis.yt: 30 aspmx2.googlemail.com.
basis.yt: 20 alt2.aspmx.l.google.com.
basis.yt: 10 aspmx.l.google.com.
basis.yt: 30 aspmx3.googlemail.com.
basis.yt: 30 aspmx4.googlemail.com.
basis.yt: 30 aspmx5.googlemail.com.
health.yt: 0 localhost.
nsn.yt: 0 .
777.yt: 0 .
lotus.yt: 0 mx01.mail.icloud.com.
lotus.yt: 0 mx02.mail.icloud.com.
forex.yt: 10 mx2.hostinger.com.
forex.yt: 5 mx1.hostinger.com.
mss.yt: 100 mx3.mail.ovh.net.
mss.yt: 1 mx1.mail.ovh.net.
mss.yt: 5 mx2.mail.ovh.net.
hardy.yt: 100 mx3.mail.ovh.net.
hardy.yt: 0 hardy-yt.mail.protection.outlook.com.
hardy.yt: 1 mx0.mail.ovh.net.
hardy.yt: 50 mx2.mail.ovh.net.
hardy.yt: 5 mx1.mail.ovh.net.
ftp.yt: 1 mx4.mail.ovh.net.
ftp.yt: 10 mx3.mail.ovh.net.
apk.yt: 50 route3.mx.cloudflare.net.
apk.yt: 85 route1.mx.cloudflare.net.
apk.yt: 27 route2.mx.cloudflare.net.
stem.yt: 10 mx4.pub.mailpod11-cph3.one.com.
stem.yt: 10 mx1.pub.mailpod11-cph3.one.com.
stem.yt: 10 mx3.pub.mailpod11-cph3.one.com.
stem.yt: 10 mx2.pub.mailpod11-cph3.one.com.
samurai.yt: 32 route2.mx.cloudflare.net.
samurai.yt: 29 route1.mx.cloudflare.net.
samurai.yt: 1 smtp.google.com.
samurai.yt: 24 route3.mx.cloudflare.net.
credit.yt: 0 localhost.
collectibles.yt: 10 mx.domeneshop.no.
candyai.yt: 0 candyai.yt.
fun.yt: 0 localhost.
tan.yt: 10 mx01.mail.icloud.com.
tan.yt: 10 mx02.mail.icloud.com.
mel.yt: 41 route3.mx.cloudflare.net.
mel.yt: 9 route1.mx.cloudflare.net.
mel.yt: 81 route2.mx.cloudflare.net.
for.yt: 1 mx1.mail.ovh.net.
for.yt: 5 mx2.mail.ovh.net.
for.yt: 100 mx3.mail.ovh.net.
price.yt: 0 localhost.
aviation.yt: 0 localhost.
gaming.yt: 0 localhost.
loans.yt: 0 localhost.
course.yt: 0 localhost.
1tamilmv.yt: 1 alltheemails.com.
lll.yt: 1 mx4.mail.ovh.net.
lll.yt: 10 mx3.mail.ovh.net.
xvideos.yt: 10 xvideos.yt.
fan.yt: 0 localhost.
blow.yt: 1 mx1.ovh.net.
blow.yt: 100 mxb.ovh.net.
blow.yt: 5 mx2.ovh.net.
pok.yt: 0 pok-yt.mail.protection.outlook.com.
wit.yt: 0 localhost.
cum.yt: 0 localhost.
heller.yt: 10 mail.febas.net.
shopping.yt: 0 localhost.
dsh.yt: 14 route2.mx.cloudflare.net.
dsh.yt: 58 route1.mx.cloudflare.net.
dsh.yt: 65 route3.mx.cloudflare.net.
business.yt: 0 localhost.
coco.yt: 0 mail.coco.yt.
prof.yt: 10 MAIL.101DOMAIN.COM.
barrel.yt: 1 smtp.google.com.
c4.yt: 0 smtp04.topdns.com.
c4.yt: 0 smtp02.topdns.com.
c4.yt: 0 smtp03.topdns.com.
irl.yt: 45 isaac.mx.cloudflare.net.
irl.yt: 59 amir.mx.cloudflare.net.
irl.yt: 23 linda.mx.cloudflare.net.
ask.yt: 0 localhost.
site.yt: 10 mx2.hostinger.com.
site.yt: 5 mx1.hostinger.com.
speedy.yt: 50 fb.mail.gandi.net.
speedy.yt: 10 spool.mail.gandi.net.
tux.yt: 20 mx01.dex.email.
tux.yt: 10 mx00.dex.email.
full.yt: 0 localhost.
admin.yt: 10 alt4.aspmx.l.google.com.
admin.yt: 1 aspmx.l.google.com.
admin.yt: 5 alt2.aspmx.l.google.com.
admin.yt: 5 alt1.aspmx.l.google.com.
admin.yt: 10 alt3.aspmx.l.google.com.
humanity.yt: 10 mx01.mail.icloud.com.
humanity.yt: 10 mx02.mail.icloud.com.
adt.yt: 10 mail.adt.yt.
thescore.yt: 10 MAIL.101DOMAIN.COM.
pixel.yt: 5 mail.pixel.yt.
graf.yt: 10 mx2.pub.mailpod8-cph3.one.com.
graf.yt: 10 mx3.pub.mailpod8-cph3.one.com.
graf.yt: 10 mx1.pub.mailpod8-cph3.one.com.
mailbox.yt: 20 mx02.rtsrvr.de.
mailbox.yt: 10 mx01.rtsrvr.de.
zoom.yt: 0 localhost.
sexcams.yt: 10 mx2.netim.net.
sexcams.yt: 10 mx1.netim.net.
xai.yt: 0 .
amai.yt: 10 mx2.hostinger.com.
amai.yt: 5 mx1.hostinger.com.
stream.yt: 0 localhost.
myname.yt: 0 .
p2p.yt: 95 route1.mx.cloudflare.net.
p2p.yt: 40 route2.mx.cloudflare.net.
p2p.yt: 92 route3.mx.cloudflare.net.
webapp.yt: 5 mx1.hostinger.com.
webapp.yt: 10 mx2.hostinger.com.
mazars.yt: 10 mail.mazars.yt.
thg.yt: 10 mx02.mail-redirect.eu.
thg.yt: 10 mx01.mail-redirect.de.
engel.yt: 57 isaac.mx.cloudflare.net.
engel.yt: 30 linda.mx.cloudflare.net.
engel.yt: 46 amir.mx.cloudflare.net.
magic.yt: 5 mail20.lh.pl.
cfa.yt: 10 mx1.mail.ovh.net.
bot.yt: 10 mail.parktons.com.
cache.yt: 0 localhost.
robertson.yt: 5 ALT1.ASPMX.L.GOOGLE.COM.
robertson.yt: 5 ALT2.ASPMX.L.GOOGLE.COM.
robertson.yt: 10 ALT4.ASPMX.L.GOOGLE.COM.
robertson.yt: 10 ALT3.ASPMX.L.GOOGLE.COM.
robertson.yt: 1 ASPMX.L.GOOGLE.COM.
datacom.yt: 10 spool.mail.gandi.net.
datacom.yt: 50 fb.mail.gandi.net.
play.yt: 10 mail.parktons.com.
mro.yt: 10 mx2.hostinger.com.
mro.yt: 5 mx1.hostinger.com.
kip.yt: 5 mx2.mail.ovh.net.
kip.yt: 1 mx1.mail.ovh.net.
kip.yt: 100 mx3.mail.ovh.net.
list.yt: 10 mx-2.dpoczta.pl.
list.yt: 10 mx-1.dpoczta.pl.
54.yt: 1 mx.yandex.net.
asd.yt: 10 mail.0lim.it.
information.yt: 0 localhost.
eat.yt: 0 localhost.
peters.yt: 10 peters.yt.
xrm.yt: 10 mail.protonmail.ch.
xrm.yt: 20 mailsec.protonmail.ch.
dress.yt: 0 localhost.
enjoy.yt: 10 mail.enjoy.yt.
abo.yt: 10 mail.abo.yt.
lam.yt: 43 route1.mx.cloudflare.net.
lam.yt: 62 route3.mx.cloudflare.net.
lam.yt: 89 route2.mx.cloudflare.net.
kahoot.yt: 10 mail.parktons.com.
guide.yt: 10 mx.stackmail.com.
ses.yt: 10 mx2.hostinger.com.
ses.yt: 5 mx1.hostinger.com.
